115.19,116.24,116.48,116.21
115.17,116.36,117.03,115.41
116.12,117.56,116.27,116.06
116.64,117.00,117.66,116.98
117.10,117.83,117.27,117.09
117.73,116.13,118.28,116.89
116.96,115.68,117.39,115.75
116.63,115.65,116.42,115.69
117.37,116.58,117.70,116.59
115.99,117.07,117.13,115.06
117.47,117.38,118.39,117.30
114.91,116.85,117.29,114.46
115.24,116.00,116.42,113.79
115.11,116.05,116.60,114.78
116.94,115.07,115.99,115.14
118.50,116.85,118.51,116.53
120.29,118.81,120.73,118.60
120.19,119.94,120.65,119.77
119.87,119.56,119.88,118.96
120.33,120.06,120.57,119.68
118.83,119.33,119.94,119.41
119.79,118.56,120.56,118.82
120.95,119.23,121.12,119.12
119.57,118.80,119.68,119.03
119.99,122.11,120.71,121.22
120.16,119.55,121.17,119.81
120.19,120.60,120.46,119.86
121.96,119.97,122.46,120.32
123.85,122.54,124.44,122.38
123.86,123.01,124.35,122.38
123.54,121.80,123.63,121.44
121.07,121.37,121.15,120.58
128.43,125.82,129.77,126.07
128.21,126.77,128.67,126.84
128.76,127.10,128.47,127.22
131.50,129.95,131.81,129.64
132.74,131.36,133.40,131.19
133.28,132.76,133.81,132.77
132.93,132.46,132.57,131.89
131.82,133.27,133.44,132.98
134.46,133.70,134.70,133.45
135.53,134.28,135.22,134.02
135.21,136.33,136.77,135.55
135.83,137.72,137.08,136.21
136.09,134.53,135.76,135.36
137.19,138.28,137.93,137.35
137.52,136.63,137.49,136.24
136.94,137.58,137.85,136.43
136.08,136.86,137.02,135.47
137.20,138.37,138.21,137.28
136.41,138.03,137.79,136.89
140.06,139.12,140.93,138.59
138.13,142.11,140.41,139.92
140.60,137.56,139.38,138.42
140.16,138.15,139.32,138.43
140.34,137.84,139.53,138.62
138.56,139.53,139.74,138.83
138.36,138.53,137.78,135.28
139.60,139.76,139.92,140.23
139.26,138.45,139.50,139.00
138.78,139.75,139.87,138.86
141.93,139.52,141.85,139.21
142.16,140.83,142.12,140.44
141.46,141.11,142.10,140.07
141.69,141.71,141.77,141.46
138.22,143.82,144.10,139.23
143.00,137.58,140.40,139.79
140.42,142.67,141.57,141.46
140.36,141.74,141.90,140.09
141.12,137.28,140.70,136.89
146.72,142.43,146.86,142.62
144.44,146.45,144.94,145.76
144.25,146.96,144.95,146.07
143.47,144.23,144.28,143.32
143.51,144.22,144.13,143.36
144.58,143.76,144.90,143.48
144.06,144.21,145.31,143.85
143.30,144.36,143.58,143.09
143.02,143.17,143.84,143.09
143.00,143.47,143.58,142.53
141.27,143.01,142.41,139.70
141.44,141.67,141.21,140.65
140.30,142.22,142.61,141.09
142.61,141.05,141.38,140.69
140.45,141.72,142.27,141.15
140.16,142.35,141.96,139.79
144.20,140.56,143.84,141.87
142.10,143.66,142.44,142.54
143.47,144.72,143.71,143.87
144.36,145.13,144.66,144.56
143.51,145.69,144.36,144.07
144.68,144.33,145.11,144.00
145.02,145.15,145.57,144.60
147.95,146.16,148.47,146.29
150.44,148.55,150.99,148.53
147.98,147.96,148.38,146.15
-119.01,-119.25,-119.27,-119.26
13.97,16.53,16.46,15.46
12.22,14.56,14.04,13.58
-120.84,-120.10,-120.84,-119.57
